seriesId,date,screen,views
Program 3,20180327,desktop,59
Program 3,20180328,desktop,58
Program 3,20180328,tablet,11
Program 3,20180328,mobile,17
Program 3,20180329,desktop,91
Program 3,20180329,tablet,17
Program 3,20180329,mobile,19
Program 3,20180330,desktop,52
Program 3,20180330,mobile,25
Program 3,20180330,tablet,12
Program 3,20180331,tablet,14
Program 3,20180331,mobile,16
Program 3,20180331,desktop,70
Program 3,20180401,tablet,12
Program 3,20180401,desktop,75
Program 3,20180401,mobile,18
Program 3,20180402,desktop,103
Program 3,20180402,tablet,13
Program 3,20180402,mobile,20
Program 3,20180403,mobile,11
Program 3,20180403,desktop,98
Program 3,20180403,tablet,7
Program 3,20180404,desktop,96
Program 3,20180404,tablet,20
Program 3,20180404,mobile,17
Program 3,20180405,desktop,85
Program 3,20180405,mobile,18
Program 3,20180406,mobile,24
Program 3,20180406,tablet,16
Program 3,20180406,desktop,89
Program 3,20180407,tablet,13
Program 3,20180407,desktop,53
Program 3,20180407,mobile,13
Program 3,20180408,mobile,43
Program 3,20180408,tablet,8
Program 3,20180408,desktop,106
Program 3,20180409,desktop,100
Program 3,20180409,tablet,16
Program 3,20180409,mobile,13
Program 3,20180410,mobile,34
Program 3,20180410,desktop,135
Program 3,20180410,tablet,26
Program 3,20180411,mobile,21
Program 3,20180411,tablet,19
Program 3,20180411,desktop,84
Program 3,20180412,tablet,23
Program 3,20180412,desktop,98
Program 3,20180412,mobile,22
Program 3,20180413,tablet,15
Program 3,20180413,desktop,91
Program 3,20180413,mobile,13
Program 3,20180414,desktop,77
Program 3,20180414,mobile,21
Program 3,20180414,tablet,17
Program 3,20180415,desktop,62
Program 3,20180415,mobile,27
Program 3,20180415,tablet,9
Program 3,20180416,desktop,118
Program 3,20180416,mobile,13
Program 3,20180416,tablet,17
Program 3,20180417,tablet,29
Program 3,20180417,mobile,12
Program 3,20180417,desktop,95
Program 3,20180418,desktop,92
Program 3,20180418,mobile,23
Program 3,20180418,tablet,17
Program 3,20180419,mobile,21
Program 3,20180419,tablet,11
Program 3,20180419,desktop,101
Program 3,20180420,mobile,12
Program 3,20180420,tablet,15
Program 3,20180420,desktop,77
Program 3,20180421,tablet,17
Program 3,20180421,desktop,57
Program 3,20180421,mobile,26
Program 3,20180422,tablet,17
Program 3,20180422,desktop,81
Program 3,20180422,mobile,24
Program 3,20180423,mobile,29
Program 3,20180423,tablet,15
Program 3,20180423,desktop,92
Program 3,20180424,desktop,78
Program 3,20180424,mobile,15
Program 3,20180425,mobile,26
Program 3,20180425,desktop,87
Program 3,20180425,tablet,6
Program 3,20180426,mobile,18
Program 3,20180426,desktop,76
Program 3,20180426,tablet,7
Program 3,20180427,desktop,90
Program 3,20180427,mobile,23
Program 3,20180428,desktop,30
Program 3,20180428,tablet,2
Program 3,20180428,mobile,12
Program 3,20180429,desktop,68
Program 3,20180429,mobile,9
Program 3,20180429,tablet,9
Program 3,20180430,mobile,29
Program 3,20180430,desktop,74
Program 3,20180501,desktop,70
Program 3,20180501,tablet,12
Program 3,20180501,mobile,18
Program 3,20180502,tablet,24
Program 3,20180502,desktop,100
Program 3,20180502,mobile,11
Program 3,20180503,tablet,24
Program 3,20180503,desktop,76
Program 3,20180503,mobile,16
Program 3,20180504,tablet,17
Program 3,20180504,mobile,15
Program 3,20180504,desktop,68
Program 3,20180505,mobile,20
Program 3,20180505,tablet,4
Program 3,20180505,desktop,76
Program 3,20180506,tablet,24
Program 3,20180506,desktop,106
Program 3,20180506,mobile,15
Program 3,20180507,desktop,109
Program 3,20180507,tablet,8
Program 3,20180508,mobile,12
Program 3,20180508,tablet,9
Program 3,20180508,desktop,93
Program 3,20180509,tablet,7
Program 3,20180509,mobile,13
Program 3,20180509,desktop,61
Program 3,20180510,mobile,23
Program 3,20180510,tablet,14
Program 3,20180510,desktop,49
Program 3,20180511,mobile,16
Program 3,20180511,desktop,73
Program 3,20180511,tablet,6
Program 3,20180512,desktop,48
Program 3,20180512,mobile,13
Program 3,20180512,tablet,11
Program 3,20180513,desktop,58
Program 3,20180513,mobile,12
Program 3,20180513,tablet,14
Program 3,20180514,desktop,83
Program 3,20180514,mobile,29
Program 3,20180514,tablet,16
Program 3,20180515,mobile,20
Program 3,20180515,desktop,77
Program 3,20180515,tablet,4
Program 3,20180516,mobile,7
Program 3,20180516,desktop,51
Program 3,20180516,tablet,21
Program 3,20180517,desktop,23
Program 3,20180517,mobile,11
Program 3,20180517,tablet,6
Program 3,20180518,tablet,6
Program 3,20180518,desktop,59
Program 3,20180518,mobile,20
Program 3,20180519,desktop,61
Program 3,20180519,mobile,21
Program 3,20180520,tablet,18
Program 3,20180520,mobile,26
Program 3,20180520,desktop,86
Program 3,20180521,tablet,12
Program 3,20180521,desktop,81
Program 3,20180521,mobile,15
Program 3,20180522,mobile,35
Program 3,20180522,tablet,21
Program 3,20180522,desktop,73
Program 3,20180523,desktop,64
Program 3,20180523,tablet,7
Program 3,20180523,mobile,23
Program 3,20180524,tablet,5
Program 3,20180524,mobile,14
Program 3,20180524,desktop,64
Program 3,20180525,tablet,5
Program 3,20180525,desktop,48
Program 3,20180525,mobile,12
Program 3,20180526,mobile,14
Program 3,20180526,desktop,27
Program 3,20180526,tablet,2
Program 3,20180527,desktop,37
Program 3,20180527,tablet,8
Program 3,20180527,mobile,15
Program 3,20180528,mobile,23
Program 3,20180528,desktop,100
Program 3,20180528,tablet,20
Program 3,20180529,mobile,60
Program 3,20180529,desktop,81
Program 3,20180529,tablet,11
Program 3,20180530,desktop,83
Program 3,20180530,mobile,17
Program 3,20180530,tablet,27
Program 3,20180531,mobile,46
Program 3,20180531,tablet,19
Program 3,20180531,desktop,83
Program 3,20180601,desktop,96
Program 3,20180601,tablet,14
Program 3,20180601,mobile,41
Program 3,20180602,desktop,82
Program 3,20180602,mobile,35
Program 3,20180602,tablet,25
Program 3,20180603,mobile,37
Program 3,20180603,tablet,29
Program 3,20180603,desktop,88
Program 3,20180604,desktop,135
Program 3,20180604,mobile,40
Program 3,20180604,tablet,27
Program 3,20180605,tablet,24
Program 3,20180605,desktop,126
Program 3,20180605,mobile,55
Program 3,20180606,mobile,37
Program 3,20180606,desktop,125
Program 3,20180606,tablet,26
Program 3,20180607,desktop,115
Program 3,20180607,mobile,44
Program 3,20180607,tablet,23
Program 3,20180608,mobile,28
Program 3,20180608,desktop,60
Program 3,20180608,tablet,14
Program 3,20180609,desktop,43
Program 3,20180609,tablet,4
Program 3,20180609,mobile,13
Program 3,20180610,mobile,24
Program 3,20180610,desktop,75
Program 3,20180610,tablet,25
Program 3,20180611,mobile,31
Program 3,20180611,tablet,16
Program 3,20180611,desktop,85
Program 3,20180612,desktop,71
Program 3,20180612,tablet,7
Program 3,20180612,mobile,18
Program 3,20180613,tablet,16
Program 3,20180613,mobile,19
Program 3,20180613,desktop,60
Program 3,20180614,mobile,57
Program 3,20180614,desktop,57
Program 3,20180614,tablet,14
Program 3,20180615,tablet,15
Program 3,20180615,mobile,44
Program 3,20180615,desktop,49
Program 3,20180616,mobile,20
Program 3,20180616,desktop,28
Program 3,20180616,tablet,1
Program 3,20180617,mobile,15
Program 3,20180617,desktop,59
Program 3,20180618,desktop,55
Program 3,20180618,tablet,13
Program 3,20180618,mobile,19
Program 3,20180619,tablet,4
Program 3,20180619,desktop,54
Program 3,20180619,mobile,40
Program 3,20180620,desktop,70
Program 3,20180620,mobile,19
Program 3,20180621,desktop,55
Program 3,20180621,mobile,46
Program 3,20180621,tablet,4
Program 3,20180622,mobile,17
Program 3,20180622,tablet,1
Program 3,20180622,desktop,58
Program 3,20180623,tablet,3
Program 3,20180623,mobile,25
Program 3,20180623,desktop,42
Program 3,20180624,tablet,15
Program 3,20180624,desktop,40
Program 3,20180624,mobile,28
Program 3,20180625,desktop,43
Program 3,20180625,tablet,23
Program 3,20180625,mobile,28
Program 3,20180626,desktop,49
Program 3,20180626,mobile,44
Program 3,20180626,tablet,4
Program 3,20180627,mobile,12
Program 3,20180627,desktop,28
Program 3,20180627,tablet,5
Program 3,20180628,desktop,37
Program 3,20180628,tablet,18
Program 3,20180628,mobile,30
Program 3,20180629,desktop,41
Program 3,20180629,tablet,6
Program 3,20180629,mobile,13
Program 3,20180630,desktop,22
Program 3,20180630,tablet,2
Program 3,20180630,mobile,19
Program 3,20180701,mobile,14
Program 3,20180701,tablet,7
Program 3,20180701,desktop,33
Program 3,20180702,desktop,26
Program 3,20180702,mobile,16
Program 3,20180702,tablet,8
Program 3,20180703,desktop,30
Program 3,20180703,mobile,6
Program 3,20180703,tablet,4
Program 3,20180704,mobile,8
Program 3,20180704,desktop,13
Program 3,20180704,tablet,5
Program 3,20180705,desktop,4
Program 3,20180705,mobile,13
Program 3,20180705,tablet,3
Program 3,20180706,mobile,8
Program 3,20180706,tablet,8
Program 3,20180706,desktop,9
Program 3,20180707,tablet,1
Program 3,20180707,desktop,41
Program 3,20180707,mobile,17
Program 3,20180708,mobile,23
Program 3,20180708,desktop,35
Program 3,20180708,tablet,4
Program 3,20180709,tablet,6
Program 3,20180709,desktop,52
Program 3,20180709,mobile,16
Program 3,20180710,mobile,24
Program 3,20180710,desktop,46
Program 3,20180710,tablet,4
Program 3,20180711,tablet,4
Program 3,20180711,desktop,23
Program 3,20180711,mobile,26
Program 3,20180712,desktop,56
Program 3,20180712,tablet,9
Program 3,20180712,mobile,12
Program 3,20180713,desktop,55
Program 3,20180713,mobile,18
Program 3,20180713,tablet,3
Program 3,20180714,desktop,37
Program 3,20180714,tablet,2
Program 3,20180715,desktop,45
Program 3,20180715,tablet,5
Program 3,20180715,mobile,17
Program 3,20180716,tablet,9
Program 3,20180716,mobile,11
Program 3,20180716,desktop,45
Program 3,20180717,tablet,6
Program 3,20180717,desktop,38
Program 3,20180717,mobile,30
Program 3,20180718,mobile,23
Program 3,20180718,desktop,77
Program 3,20180718,tablet,17
Program 3,20180719,mobile,27
Program 3,20180719,desktop,88
Program 3,20180719,tablet,5
Program 3,20180720,tablet,8
Program 3,20180720,desktop,71
Program 3,20180720,mobile,26
Program 3,20180721,tablet,3
Program 3,20180721,mobile,17
Program 3,20180721,desktop,63
Program 3,20180722,desktop,61
Program 3,20180722,mobile,18
Program 3,20180723,mobile,23
Program 3,20180723,tablet,12
Program 3,20180723,desktop,65
Program 3,20180724,mobile,17
Program 3,20180724,desktop,68
Program 3,20180724,tablet,12
Program 3,20180725,desktop,54
Program 3,20180725,mobile,23
Program 3,20180725,tablet,6
Program 3,20180726,mobile,11
Program 3,20180726,tablet,4
Program 3,20180726,desktop,39
Program 3,20180727,mobile,15
Program 3,20180727,desktop,31
Program 3,20180727,tablet,13
Program 3,20180728,desktop,47
Program 3,20180728,mobile,13
Program 3,20180728,tablet,7
Program 3,20180729,desktop,35
Program 3,20180729,mobile,15
Program 3,20180729,tablet,21
Program 3,20180730,desktop,53
Program 3,20180730,mobile,11
Program 3,20180731,mobile,14
Program 3,20180731,desktop,53
Program 3,20180731,tablet,12
Program 3,20180801,desktop,57
Program 3,20180801,mobile,11
Program 3,20180801,tablet,5
Program 3,20180802,desktop,54
Program 3,20180802,tablet,12
Program 3,20180803,desktop,43
Program 3,20180803,mobile,13
Program 3,20180803,tablet,11
Program 3,20180804,desktop,41
Program 3,20180804,tablet,9
Program 3,20180804,mobile,6
Program 3,20180805,mobile,13
Program 3,20180805,desktop,78
Program 3,20180806,tablet,7
Program 3,20180806,desktop,74
Program 3,20180806,mobile,11
Program 3,20180807,mobile,25
Program 3,20180807,desktop,54
Program 3,20180807,tablet,9
Program 3,20180808,mobile,14
Program 3,20180808,desktop,60
Program 3,20180808,tablet,18
Program 3,20180809,tablet,5
Program 3,20180809,mobile,16
Program 3,20180809,desktop,51
Program 3,20180810,mobile,8
Program 3,20180810,tablet,4
Program 3,20180810,desktop,46
Program 3,20180811,desktop,67
Program 3,20180811,tablet,3
Program 3,20180811,mobile,14
Program 3,20180812,desktop,37
Program 3,20180812,tablet,16
Program 3,20180812,mobile,16
Program 3,20180813,desktop,52
Program 3,20180813,tablet,9
Program 3,20180813,mobile,18
Program 3,20180814,tablet,7
Program 3,20180814,mobile,11
Program 3,20180814,desktop,44
Program 3,20180815,desktop,60
Program 3,20180815,mobile,23
Program 3,20180816,desktop,65
Program 3,20180816,tablet,9
Program 3,20180816,mobile,11
Program 3,20180817,desktop,55
Program 3,20180817,mobile,11
Program 3,20180817,tablet,16
Program 3,20180818,desktop,52
Program 3,20180818,mobile,9
Program 3,20180818,tablet,23
Program 3,20180819,tablet,27
Program 3,20180819,desktop,99
Program 3,20180820,mobile,12
Program 3,20180820,tablet,15
Program 3,20180820,desktop,90
Program 3,20180821,mobile,15
Program 3,20180821,desktop,90
Program 3,20180822,tablet,19
Program 3,20180822,desktop,159
Program 3,20180822,mobile,32
Program 3,20180823,mobile,33
Program 3,20180823,tablet,28
Program 3,20180823,desktop,207
Program 3,20180824,tablet,28
Program 3,20180824,desktop,194
Program 3,20180824,mobile,20
Program 3,20180825,mobile,23
Program 3,20180825,desktop,101
Program 3,20180825,tablet,18
Program 3,20180826,desktop,127
Program 3,20180826,mobile,36
Program 3,20180826,tablet,9
Program 3,20180827,desktop,129
Program 3,20180827,mobile,12
Program 3,20180827,tablet,30
Program 3,20180828,desktop,107
Program 3,20180828,tablet,38
Program 3,20180828,mobile,26
Program 3,20180829,mobile,15
Program 3,20180829,tablet,13
Program 3,20180829,desktop,94
Program 3,20180830,desktop,165
Program 3,20180830,tablet,41
Program 3,20180830,mobile,26
Program 3,20180831,tablet,19
Program 3,20180831,mobile,25
Program 3,20180831,desktop,137
Program 3,20180901,tablet,6
Program 3,20180901,mobile,38
Program 3,20180901,desktop,106
Program 3,20180902,desktop,144
Program 3,20180902,mobile,35
Program 3,20180903,desktop,256
Program 3,20180903,mobile,48
Program 3,20180903,tablet,43
Program 3,20180904,desktop,204
Program 3,20180904,mobile,59
Program 3,20180904,tablet,34
Program 3,20180905,tablet,1175
Program 3,20180905,desktop,6413
Program 3,20180905,mobile,1467
Program 3,20180906,mobile,1724
Program 3,20180906,desktop,6775
Program 3,20180906,tablet,1244
Program 3,20180907,desktop,2507
Program 3,20180907,mobile,580
Program 3,20180907,tablet,378
Program 3,20180908,tablet,357
Program 3,20180908,desktop,1805
Program 3,20180908,mobile,536
Program 3,20180909,mobile,495
Program 3,20180909,tablet,430
Program 3,20180909,desktop,2444
Program 3,20180910,tablet,528
Program 3,20180910,mobile,517
Program 3,20180910,desktop,2384
Program 3,20180911,desktop,2649
Program 3,20180911,mobile,468
Program 3,20180911,tablet,549
Program 3,20180912,mobile,2482
Program 3,20180912,desktop,10999
Program 3,20180912,tablet,2085
Program 3,20180913,tablet,1872
Program 3,20180913,mobile,2186
Program 3,20180913,desktop,8436
Program 3,20180914,mobile,1202
Program 3,20180914,desktop,4472
Program 3,20180914,tablet,925
Program 3,20180915,mobile,950
Program 3,20180915,tablet,762
Program 3,20180915,desktop,3333
Program 3,20180916,mobile,1116
Program 3,20180916,tablet,954
Program 3,20180916,desktop,4496
Program 3,20180917,mobile,841
Program 3,20180917,tablet,761
Program 3,20180917,desktop,3552
Program 3,20180918,desktop,3295
Program 3,20180918,mobile,757
Program 3,20180918,tablet,726
Program 3,20180919,desktop,10495
Program 3,20180919,mobile,2634
Program 3,20180919,tablet,2029
Program 3,20180920,mobile,2418
Program 3,20180920,desktop,8565
Program 3,20180920,tablet,1799
Program 3,20180921,tablet,945
Program 3,20180921,desktop,4343
Program 3,20180921,mobile,1222
Program 3,20180922,mobile,840
Program 3,20180922,tablet,607
Program 3,20180922,desktop,2594
Program 3,20180923,mobile,1304
Program 3,20180923,tablet,922
Program 3,20180923,desktop,4537
Program 3,20180924,mobile,856
Program 3,20180924,tablet,676
Program 3,20180924,desktop,3502
Program 3,20180925,mobile,644
Program 3,20180925,desktop,2800
Program 3,20180925,tablet,505
Program 3,20180926,tablet,1556
Program 3,20180926,mobile,2059
Program 3,20180926,desktop,8696
Program 3,20180927,mobile,1996
Program 3,20180927,tablet,1475
Program 3,20180927,desktop,7625
Program 3,20180928,desktop,3845
Program 3,20180928,mobile,1058
Program 3,20180928,tablet,829
Program 3,20180929,mobile,851
Program 3,20180929,desktop,2841
Program 3,20180929,tablet,569
Program 3,20180930,mobile,1083
Program 3,20180930,desktop,3759
Program 3,20180930,tablet,735
Program 3,20181001,desktop,3469
Program 3,20181001,tablet,619
Program 3,20181001,mobile,990
Program 3,20181002,tablet,522
Program 3,20181002,desktop,2721
Program 3,20181002,mobile,934
Program 3,20181003,desktop,11322
Program 3,20181003,mobile,2700
Program 3,20181003,tablet,2007
Program 3,20181004,desktop,9292
Program 3,20181004,mobile,2453
Program 3,20181004,tablet,1848
Program 3,20181005,tablet,782
Program 3,20181005,desktop,4375
Program 3,20181005,mobile,1137
Program 3,20181006,tablet,693
Program 3,20181006,mobile,986
Program 3,20181006,desktop,3219
Program 3,20181007,mobile,1108
Program 3,20181007,desktop,4162
Program 3,20181007,tablet,819
Program 3,20181008,mobile,968
Program 3,20181008,desktop,3755
Program 3,20181008,tablet,756
Program 3,20181009,mobile,944
Program 3,20181009,desktop,3214
Program 3,20181009,tablet,684
Program 3,20181010,mobile,684
Program 3,20181010,tablet,553
Program 3,20181010,desktop,2465
Program 3,20181011,mobile,626
Program 3,20181011,desktop,2210
Program 3,20181011,tablet,476
Program 3,20181012,tablet,365
Program 3,20181012,mobile,516
Program 3,20181012,desktop,1850
Program 3,20181013,mobile,566
Program 3,20181013,tablet,422
Program 3,20181013,desktop,1910
Program 3,20181014,mobile,754
Program 3,20181014,tablet,593
Program 3,20181014,desktop,2746
Program 3,20181015,tablet,469
Program 3,20181015,desktop,2352
Program 3,20181015,mobile,567
Program 3,20181016,mobile,543
Program 3,20181016,desktop,1941
Program 3,20181016,tablet,440
Program 3,20181017,desktop,2118
Program 3,20181017,mobile,507
Program 3,20181017,tablet,411
Program 4,20180709,tablet,2389
Program 4,20180709,desktop,6765
Program 4,20180709,mobile,975
Program 4,20180710,desktop,5101
Program 4,20180710,tablet,2245
Program 4,20180710,mobile,1020
Program 4,20180711,desktop,2576
Program 4,20180711,mobile,637
Program 4,20180711,tablet,1295
Program 4,20180712,mobile,475
Program 4,20180712,desktop,2326
Program 4,20180712,tablet,1024
Program 4,20180713,desktop,1890
Program 4,20180713,mobile,354
Program 4,20180713,tablet,749
Program 4,20180714,tablet,795
Program 4,20180714,mobile,410
Program 4,20180714,desktop,1900
Program 4,20180715,mobile,497
Program 4,20180715,tablet,945
Program 4,20180715,desktop,2087
Program 4,20180716,tablet,3721
Program 4,20180716,desktop,9691
Program 4,20180716,mobile,1620
Program 4,20180717,mobile,1816
Program 4,20180717,desktop,9263
Program 4,20180717,tablet,3839
Program 4,20180718,mobile,1214
Program 4,20180718,desktop,5724
Program 4,20180718,tablet,2396
Program 4,20180719,tablet,1670
Program 4,20180719,mobile,758
Program 4,20180719,desktop,3589
Program 4,20180720,mobile,631
Program 4,20180720,desktop,2895
Program 4,20180720,tablet,1249
Program 4,20180721,desktop,2928
Program 4,20180721,mobile,632
Program 4,20180721,tablet,1246
Program 4,20180722,tablet,1543
Program 4,20180722,desktop,3438
Program 4,20180722,mobile,738
Program 4,20180723,mobile,2178
Program 4,20180723,desktop,12146
Program 4,20180723,tablet,4710
Program 4,20180724,desktop,11906
Program 4,20180724,mobile,2396
Program 4,20180724,tablet,4622
Program 4,20180725,tablet,2844
Program 4,20180725,mobile,1566
Program 4,20180725,desktop,7070
Program 4,20180726,mobile,1088
Program 4,20180726,tablet,1923
Program 4,20180726,desktop,4533
Program 4,20180727,desktop,3268
Program 4,20180727,mobile,759
Program 4,20180727,tablet,1377
Program 4,20180728,mobile,736
Program 4,20180728,tablet,1611
Program 4,20180728,desktop,3777
Program 4,20180729,desktop,4170
Program 4,20180729,tablet,1922
Program 4,20180729,mobile,801
Program 4,20180730,tablet,6176
Program 4,20180730,desktop,15539
Program 4,20180730,mobile,2901
Program 4,20180731,desktop,14864
Program 4,20180731,tablet,6363
Program 4,20180731,mobile,3132
Program 4,20180801,mobile,1997
Program 4,20180801,desktop,8845
Program 4,20180801,tablet,3563
Program 4,20180802,desktop,7203
Program 4,20180802,mobile,1566
Program 4,20180802,tablet,2931
Program 4,20180803,mobile,1294
Program 4,20180803,tablet,2384
Program 4,20180803,desktop,5889
Program 4,20180804,desktop,5523
Program 4,20180804,mobile,1207
Program 4,20180804,tablet,2262
Program 4,20180805,tablet,2972
Program 4,20180805,mobile,1450
Program 4,20180805,desktop,7326
Program 4,20180806,tablet,9246
Program 4,20180806,mobile,4595
Program 4,20180806,desktop,24397
Program 4,20180807,mobile,3446
Program 4,20180807,tablet,6821
Program 4,20180807,desktop,17570
Program 4,20180808,mobile,2617
Program 4,20180808,desktop,12504
Program 4,20180808,tablet,5062
Program 4,20180809,mobile,1921
Program 4,20180809,desktop,8681
Program 4,20180809,tablet,3478
Program 4,20180810,tablet,3157
Program 4,20180810,desktop,8047
Program 4,20180810,mobile,1690
Program 4,20180811,mobile,1464
Program 4,20180811,desktop,7270
Program 4,20180811,tablet,2825
Program 4,20180812,mobile,1872
Program 4,20180812,tablet,3576
Program 4,20180812,desktop,9281
Program 4,20180813,desktop,6788
Program 4,20180813,mobile,1343
Program 4,20180813,tablet,2310
Program 4,20180814,tablet,2010
Program 4,20180814,desktop,5323
Program 4,20180814,mobile,1253
Program 4,20180815,desktop,5356
Program 4,20180815,tablet,1942
Program 4,20180815,mobile,1180
Program 4,20180816,mobile,1391
Program 4,20180816,desktop,5648
Program 4,20180816,tablet,1952
Program 4,20180817,tablet,1551
Program 4,20180817,desktop,4665
Program 4,20180817,mobile,827
Program 4,20180818,tablet,1701
Program 4,20180818,mobile,1015
Program 4,20180818,desktop,5254
Program 4,20180819,mobile,1246
Program 4,20180819,tablet,2216
Program 4,20180819,desktop,6041
Program 4,20180820,tablet,1511
Program 4,20180820,mobile,873
Program 4,20180820,desktop,4077
Program 4,20180821,mobile,762
Program 4,20180821,desktop,3654
Program 4,20180821,tablet,1258
Program 4,20180822,tablet,1348
Program 4,20180822,desktop,4006
Program 4,20180822,mobile,748
Program 4,20180823,tablet,1260
Program 4,20180823,desktop,3416
Program 4,20180823,mobile,690
Program 4,20180824,desktop,3205
Program 4,20180824,mobile,667
Program 4,20180824,tablet,1084
Program 4,20180825,desktop,2993
Program 4,20180825,tablet,1033
Program 4,20180825,mobile,683
Program 4,20180826,tablet,1533
Program 4,20180826,desktop,4000
Program 4,20180826,mobile,884
Program 4,20180827,tablet,1134
Program 4,20180827,mobile,646
Program 4,20180827,desktop,2975
Program 4,20180828,desktop,2372
Program 4,20180828,tablet,987
Program 4,20180828,mobile,604
Program 4,20180829,tablet,911
Program 4,20180829,desktop,2533
Program 4,20180829,mobile,612
Program 4,20180830,tablet,904
Program 4,20180830,mobile,475
Program 4,20180830,desktop,2088
Program 4,20180831,desktop,1671
Program 4,20180831,tablet,771
Program 4,20180831,mobile,359
Program 4,20180901,tablet,716
Program 4,20180901,desktop,1751
Program 4,20180901,mobile,444
Program 4,20180902,desktop,2976
Program 4,20180902,tablet,971
Program 4,20180902,mobile,833
Program 4,20180903,mobile,558
Program 4,20180903,desktop,2186
Program 4,20180903,tablet,753
Program 4,20180904,tablet,601
Program 4,20180904,desktop,2003
Program 4,20180904,mobile,437
Program 4,20180905,tablet,650
Program 4,20180905,desktop,1795
Program 4,20180905,mobile,430
Program 4,20180906,tablet,641
Program 4,20180906,desktop,1683
Program 4,20180906,mobile,425
Program 4,20180907,tablet,582
Program 4,20180907,mobile,343
Program 4,20180907,desktop,1488
Program 4,20180908,mobile,383
Program 4,20180908,desktop,1529
Program 4,20180908,tablet,588
Program 4,20180909,desktop,2126
Program 4,20180909,mobile,528
Program 4,20180909,tablet,723
Program 4,20180910,desktop,1467
Program 4,20180910,tablet,491
Program 4,20180910,mobile,323
Program 4,20180911,desktop,1393
Program 4,20180911,mobile,287
Program 4,20180911,tablet,404
Program 4,20180912,tablet,377
Program 4,20180912,desktop,1008
Program 4,20180912,mobile,218
Program 4,20180913,desktop,1038
Program 4,20180913,tablet,416
Program 4,20180913,mobile,195
Program 4,20180914,tablet,293
Program 4,20180914,desktop,867
Program 4,20180914,mobile,220
Program 4,20180915,mobile,224
Program 4,20180915,tablet,335
Program 4,20180915,desktop,883
Program 4,20180916,mobile,296
Program 4,20180916,desktop,1491
Program 4,20180916,tablet,596
Program 4,20180917,desktop,1046
Program 4,20180917,tablet,426
Program 4,20180917,mobile,176
Program 4,20180918,desktop,814
Program 4,20180918,mobile,161
Program 4,20180918,tablet,373
Program 4,20180919,desktop,801
Program 4,20180919,mobile,195
Program 4,20180919,tablet,339
Program 4,20180920,tablet,350
Program 4,20180920,mobile,180
Program 4,20180920,desktop,841
Program 4,20180921,mobile,165
Program 4,20180921,tablet,311
Program 4,20180921,desktop,713
Program 4,20180922,tablet,350
Program 4,20180922,mobile,208
Program 4,20180922,desktop,787
Program 4,20180923,desktop,1178
Program 4,20180923,tablet,463
Program 4,20180923,mobile,334
Program 4,20180924,mobile,198
Program 4,20180924,desktop,882
Program 4,20180924,tablet,343
Program 4,20180925,tablet,351
Program 4,20180925,desktop,762
Program 4,20180925,mobile,184
Program 4,20180926,mobile,192
Program 4,20180926,tablet,316
Program 4,20180926,desktop,757
Program 4,20180927,tablet,330
Program 4,20180927,mobile,181
Program 4,20180927,desktop,883
Program 4,20180928,mobile,131
Program 4,20180928,tablet,272
Program 4,20180928,desktop,603
Program 4,20180929,desktop,736
Program 4,20180929,tablet,272
Program 4,20180929,mobile,193
Program 4,20180930,mobile,265
Program 4,20180930,tablet,393
Program 4,20180930,desktop,938
Program 4,20181001,tablet,308
Program 4,20181001,desktop,718
Program 4,20181001,mobile,176
Program 4,20181002,tablet,392
Program 4,20181002,mobile,240
Program 4,20181002,desktop,927
Program 4,20181003,desktop,682
Program 4,20181003,tablet,211
Program 4,20181003,mobile,145
Program 4,20181004,desktop,564
Program 4,20181004,tablet,215
Program 4,20181004,mobile,96
Program 4,20181005,mobile,103
Program 4,20181005,tablet,148
Program 4,20181005,desktop,389
Program 4,20181006,tablet,172
Program 4,20181006,mobile,116
Program 4,20181006,desktop,498
Program 4,20181007,tablet,269
Program 4,20181007,desktop,735
Program 4,20181007,mobile,179
Program 4,20181008,mobile,145
Program 4,20181008,desktop,582
Program 4,20181008,tablet,193
Program 4,20181009,tablet,222
Program 4,20181009,desktop,605
Program 4,20181009,mobile,139
Program 4,20181010,mobile,104
Program 4,20181010,tablet,204
Program 4,20181010,desktop,548
Program 4,20181011,tablet,161
Program 4,20181011,mobile,107
Program 4,20181011,desktop,430
Program 4,20181012,desktop,324
Program 4,20181012,mobile,73
Program 4,20181012,tablet,139
Program 4,20181013,tablet,240
Program 4,20181013,desktop,512
Program 4,20181013,mobile,108
Program 4,20181014,desktop,871
Program 4,20181014,mobile,197
Program 4,20181014,tablet,291
Program 4,20181015,desktop,648
Program 4,20181015,tablet,183
Program 4,20181015,mobile,140
Program 4,20181016,mobile,102
Program 4,20181016,tablet,160
Program 4,20181016,desktop,543
Program 4,20181017,tablet,189
Program 4,20181017,desktop,546
Program 4,20181017,mobile,117
Program 5,20180304,desktop,16727
Program 5,20180304,tablet,5994
Program 5,20180304,mobile,5314
Program 5,20180305,mobile,5185
Program 5,20180305,tablet,6533
Program 5,20180305,desktop,19788
Program 5,20180306,tablet,4145
Program 5,20180306,mobile,3650
Program 5,20180306,desktop,13154
Program 5,20180307,desktop,8277
Program 5,20180307,tablet,2395
Program 5,20180307,mobile,2399
Program 5,20180308,desktop,6428
Program 5,20180308,tablet,1753
Program 5,20180308,mobile,1746
Program 5,20180309,mobile,1492
Program 5,20180309,tablet,1414
